Text	TrueLabel	PredictedLabels(Top-5)
trying to write my paper, but i'm pulling my hair out instead. : …	1 📸	['😂', '😜', '😍', '😉', '💜']
(at cuisine in new york, ny)	2 😍	['✨', '🔥', '📸', '😍', '😉']
the ice cream was good, but the company was better. so happy to see you again, bestie	9 ❤	['😘', '😊', '🇺🇸', '💜', '💙']
& are back at it again... …	0 😜	['😜', '📸', '😍', '😂', '😉']
stepping out with my gorgeous bestie tonight. …	10 😁	['😍', '😘', '✨', '💜', '💙']
the two best gifts i could ask for tower place	15 💕	['💕', '😍', '💙', '❤', '💜']
and because i my selfie with from the my2ktour he was…	9 ❤	['😜', '😉', '😂', '😎', '😊']
just because sushi westlake…	9 ❤	['😉', '😜', '😂', '😁', '💯']
even wisconsin alumni cheer on the gophs bank stadium	4 😉	['💙', '💜', '❤', '😁', '💯']
holiday-who-be-what-ee? hill, north carolina	5 🎄	['💙', '💜', '💕', '💯', '☀']
of georgia - brumby hall	7 🔥	['💯', '✨', '📸', '💜', '😂']
same award ... different formal ... college	3 😂	['💯', '😊', '😜', '💜', '❤']
here i come..!! …	11 🇺🇸	['😜', '📸', '😍', '😂', '😉']
up do style ! don't wait until it's too late, book your…	7 🔥	['😉', '😍', '😜', '😊', '😁']
what a lovely and wonderful evening! look who i met tonight!!! i was first introduced…	4 😉	['😍', '📷', '😂', '😊', '😜']
it's worth it. if it's that perfect it's always worth it.	4 😉	['😍', '💕', '📷', '😊', '😉']
waiting on that yeezy drop like the god himself …	3 😂	['😂', '😜', '📸', '😉', '💯']
dream. ... .. …	15 💕	['😜', '📸', '😍', '😂', '😉']
... ! city	3 😂	['📸', '💯', '✨', '😎', '📷']
getting homework done! ya know, because that's what teacher's do during summer break …	4 😉	['☀', '😎', '📷', '😁', '😜']
photo: spectacular shot of saintrecords at : andrea_dane42 ..…	6 📷	['📸', '📷', '😎', '😁', '🔥']
tuesday morning new nopalita caps in the works.in a denim wash these limited…	2 😍	['☀', '✨', '🔥', '😍', '😎']
we could say that meditation doesn't have a reason or doesn't have a purpose. in this respect…	13 ✨	['😁', '😂', '😉', '😎', '😜']
this is what happens when you mix and filters. absolutely ️ the app. you…	9 ❤	['😍', '😜', '🔥', '😂', '💯']
rehearsing (vocal lessons) with ...yes!!!!!! i'm cooking up…	1 📸	['🔥', '😁', '😂', '😊', '💯']
happy fathers day to one of my biggest supporters love you so…	14 💙	['😘', '❤', '💕', '💜', '💙']
picked up my first ... now, off to lunch!…	9 ❤	['😁', '📷', '❤', '😉', '😜']
county, georgia	8 😘	['💯', '😂', '💙', '✨', '📸']
texas hill country with with my forever wedding date	15 💕	['💕', '❤', '💜', '😍', '💙']
epcot, i ️ you. - walt disney world	9 ❤	['✨', '💙', '❤', '😍', '💜']
another funny comic strip before the weekend is here. enjoy! …	10 😁	['📷', '😂', '😜', '📸', '✨']
tonight's view chicagobulls vs. i'm on the decks, lets go!! …	10 😁	['😍', '😎', '😉', '💙', '💯']
this friday only 50 tickets left get em now or pay $20 trust me it's bout to be get…	7 🔥	['🔥', '😎', '😜', '📷', '😂']
thanks for making my first psu experience the best yet (i guess you could say i'm hopping on…	14 💙	['😘', '😁', '💕', '💜', '😉']
so there's this boy and he kinda has my heart bowl and lounge	9 ❤	['💙', '❤', '💜', '😘', '🔥']
2018's gonna be a great one with you around university	2 😍	['😊', '💕', '💜', '💙', '😎']
happy 4th of july! here's a picture of some of the year's past. my kids are so cute	9 ❤	['🇺🇸', '😊', '😘', '💜', '❤']
as cool as kim deal bowery ballroom	16 😎	['😎', '😁', '😜', '📸', '😊']
my new girlfriend …	2 😍	['✨', '🔥', '📸', '😍', '😉']
life at the beach bay peninsula	9 ❤	['☀', '😎', '💙', '📷', '😜']
supporting the ahlheat with frankie the firebird arena	7 🔥	['🔥', '💜', '😜', '💕', '💙']
words can't describe how much this human being means to me ️happy…	9 ❤	['💙', '💕', '📸', '❤', '😍']
belly full, burps out, cleaned up, smelling yummy, fresh tshirt and swaddled wrap like a tamale …	3 😂	['😂', '😜', '😉', '📸', '💯']
in my , california	11 🇺🇸	['📸', '📷', '✨', '😎', '💙']
in love with my boys!! -brawner park with art	2 😍	['❤', '💕', '💜', '💙', '😍']
' donuts	3 😂	['😁', '📷', '😍', '❤', '😂']
circa 2010 'n'facts	6 📷	['📷', '✨', '💙', '🔥', '😂']
lit ass christmas!!! love my woes	3 😂	['❤', '💕', '😘', '🔥', '💜']
warm rain over ... my garden is happy , north carolina	4 😉	['😘', '😊', '🇺🇸', '💜', '💙']
the loves of my life canyon	2 😍	['❤', '💕', '😍', '💜', '✨']
i stole angelicasanchez1107 wig today at the photo shoot!!! cammeron_macc in the…	3 😂	['😁', '📷', '📸', '✨', '😂']
"so seductive...i'll take you to the candy shop" of northern iowa	3 😂	['😜', '💕', '💜', '😊', '💙']
look back at it beach	13 ✨	['☀', '😎', '📷', '😜', '😍']
never a dull moment , north carolina	15 💕	['💕', '💯', '💙', '💜', '✨']
we brought my mom in for her first time at then we are off to get massages 's…	10 😁	['😁', '😊', '😂', '💜', '😎']
( township in tannersville, pa)	10 😁	['🇺🇸', '😘', '✨', '😊', '🎄']
life is worth living. justinbieber at seattle center	14 💙	['😍', '😉', '❤', '💜', '💕']
even though you threatened to throw me in the ocean 132 times, i am absolutely crazy about you …	2 😍	['😜', '😍', '💕', '😂', '💜']
happy birthday to the most important person in my life! we love you! jungle	14 💙	['😘', '❤', '💕', '💜', '💙']
move in day shenanigans with my bestie! university	7 🔥	['😎', '😁', '💙', '☀', '💜']
i gots to hit this new amusement park this summer	3 😂	['📸', '📷', '😎', '✨', '🔥']
and don't you forget it. avenue	8 😘	['🇺🇸', '💯', '📷', '📸', '💜']
(bad pic but...) one year yesterday 'brien stadium	17 😊	['💙', '📷', '💜', '✨', '😁']
my gang.. ️ cascades…	9 ❤	['😜', '📸', '😍', '😂', '😉']
skye time! 20 days old today. rafael, california	9 ❤	['📸', '📷', '✨', '☀', '😂']
i hope you all have a magical fucking day kingdom, walt disney world, orlando	13 ✨	['✨', '😁', '😊', '😎', '☀']
customer feedback when you turn a customer into a life time client. healthy hair makes a…	2 😍	['😁', '✨', '😊', '💜', '💯']
this morning versus just now | –rhinecliff bridge	11 🇺🇸	['☀', '😉', '😊', '😜', '😂']
dessert dishes: learning to make "espresso affagato" ...all we needs is: ️ chan family…	9 ❤	['💯', '😉', '😊', '😜', '😁']
just another with this amazing boy! ️(kongo) …	9 ❤	['😉', '😍', '😂', '😜', '😁']
soaking up the ️ arts district	12 ☀	['📷', '😎', '🇺🇸', '💯', '📸']
in honor of those who have fallen national cemetery	11 🇺🇸	['🇺🇸', '📷', '📸', '❤', '💙']
| p o p - u p | : damage	1 📸	['😜', '📸', '😍', '😂', '😉']
thank you mark kress for capturing the man himself testing his product. great form and looking…	6 📷	['😊', '😘', '😁', '❤', '💜']
vison board . (get_repost)・・・ as promised, i'll be hosting…	13 ✨	['😜', '😁', '💜', '😊', '💯']
loved x100 ️ the landscape design at this palm springs home. perfection.	9 ❤	['💙', '😍', '💜', '✨', '💕']
''tis the season to be blondies …	5 🎄	['🎄', '💙', '✨', '😍', '💜']
completely in love with this girls bite.me.harder …	9 ❤	['💕', '❤', '💜', '😘', '😍']
love catching up with a bestie ️ bros.	9 ❤	['❤', '💕', '😘', '💜', '💙']
lit as always axis radio	7 🔥	['🔥', '💯', '😂', '🎄', '😁']
my bride gloves on and fully engaged in our debriefing as we served with awesome students…	2 😍	['😎', '😊', '😘', '😁', '😍']
it's beginning to look a lot like christmas! …	5 🎄	['😂', '😉', '😜', '📷', '📸']
dorky dorky dorkssssss culture café & eatery	15 💕	['😘', '😜', '✨', '🇺🇸', '📸']
in full regalia made electro pop magic this afternoon at :…	6 📷	['✨', '😍', '😊', '😁', '💕']
️ ️ ️ ️ ️ ️ ️ ️ ️ ・・・looking forward to our world aids day outreach tonight…	9 ❤	['😁', '😎', '😊', '☀', '💙']
"ellas" sinsenossihay ️ ️ ️ ( after facebook live) lo…	9 ❤	['📸', '😂', '💙', '😎', '😁']
thankful for this blockhead and his loving family. i don't know where i'd be without them. ️	9 ❤	['😉', '💕', '😜', '❤', '💯']
matcha slush ️ mall	9 ❤	['😁', '😎', '💯', '😍', '😂']
4th annual westman xmas party!!! ... …	5 🎄	['🇺🇸', '🎄', '💜', '✨', '💕']
i came, i saw we conquered i wore monkey socks and we balled. forks up sun devil stadium	7 🔥	['☀', '💙', '😁', '💜', '😎']
it's so special to play a part in someone's wedding day & out…	13 ✨	['😁', '😊', '😎', '☀', '❤']
california adventure park	9 ❤	['📷', '📸', '😎', '💙', '❤']
beer co.	16 😎	['😉', '😍', '💜', '😁', '😂']
night out with my mom 's little italy	9 ❤	['✨', '💕', '😊', '🔥', '❤']
said my final goodbyes to my favorite ppl tonight :,(( i love y'all more than y'all will ever…	18 💜	['❤', '💕', '💜', '😘', '😍']
happy birthday, mamaw! we love you ️ gastropub	9 ❤	['😘', '❤', '💕', '💜', '💙']
ladies night.... bar	8 😘	['😜', '😘', '😉', '💜', '💕']
happy friday gamers! party like shirtless mario! whoa! at least he's not wearing speedos! …	3 😂	['😜', '😊', '😘', '🇺🇸', '😂']
show looking nice! sema show	2 😍	['📸', '📷', '😜', '😍', '😂']
"she's okay, she will always be." // d.aphne makeup photographed by	6 📷	['✨', '📷', '💕', '😍', '📸']
i came in like a beez, valencia town center	3 😂	['😂', '😉', '😜', '😁', '😍']
just a couple of my favorite 's marley moo and samanthaking_	18 💜	['😉', '😍', '😜', '😂', '❤']
the husband passed out cause he works so hard everyday love ️ so…	9 ❤	['❤', '💕', '😘', '💜', '💙']
at the by me.…	6 📷	['😜', '📸', '😍', '😂', '😉']
to last weekend trying out a hot spot in chinatown shojo is an…	7 🔥	['🔥', '📷', '😜', '😉', '📸']
i'm so glad i got to spend the best day of the year with the best guy on the planet …	8 😘	['💕', '💙', '💜', '😁', '😊']
the best hiking buddy. always by my side on all of my adventures. …	15 💕	['💕', '💜', '💙', '😘', '❤']
congratulations !!! i know today is a big day for you i'm v proud of you, ily	4 😉	['😁', '😉', '😊', '💯', '😎']
i miss thiiiiiiiiis (at in vienna, va)	2 😍	['😘', '💜', '💕', '❤', '💙']
the muse for the quick sketch of this week is the beautiful __beanerific__ thanks so much…	2 😍	['😘', '😍', '💜', '💕', '😁']
we can't figure out what to price this new product? express toys lake zurich…	3 😂	['✨', '🔥', '📸', '😍', '📷']
thanks guys for making this past week one i'll remember forever	8 😘	['😘', '💜', '💕', '❤', '😊']
there's no love like a sister love olde…	18 💜	['❤', '💕', '😘', '💜', '😍']
we do love a good roofing pun around here happy friday guys, do you have any big plans for the…	3 😂	['😘', '❤', '💕', '💜', '😊']
caption this one chicago	3 😂	['😎', '😁', '😂', '😜', '😊']
that cheese pull though come into tonight for our weekend specials, 10 wings for…	2 😍	['🔥', '📸', '😉', '😜', '📷']
da hottest chicks in town (sorry fellas, we aren't single ). don't know where i would've been…	3 😂	['😉', '😜', '🔥', '💯', '😂']
thanks 127press these thevinecog baptism shirts are	7 🔥	['😘', '😁', '💜', '😉', '💕']
my new "paddle buddy" haha lake state park	16 😎	['📷', '😎', '📸', '😍', '✨']
the day i accidentally ate a piece of confetti on a live show. thanks again,	3 😂	['😁', '😘', '😊', '💜', '😎']
lol i've always wanted to take one if these shots hey	11 🇺🇸	['😂', '😜', '😉', '📷', '😘']
~stoic~ : .... …	6 📷	['😜', '📸', '😍', '😂', '😉']
fun ️day beach nyc	12 ☀	['☀', '😜', '😎', '📷', '😊']
more ️ being shown from our pearland_oilers youth!! …	9 ❤	['😜', '📸', '😍', '😂', '😉']
you know just casually taking pics in the middle of the street gables, florida	13 ✨	['😉', '😜', '😂', '💯', '😎']
a glass of before night with mom. .j. clarke's new york	9 ❤	['✨', '🔥', '📸', '📷', '😍']
oh 223 so nice to see you.	2 😍	['😁', '😉', '😎', '😂', '😍']
he won't smile for pics anymore.... first day as a 7th grader.	17 😊	['😁', '😊', '😎', '☀', '📷']
in love w/ premier wide world of sports	14 💙	['❤', '💕', '💜', '😘', '💙']
new york, brooklyn	2 😍	['🔥', '✨', '📸', '😍', '📷']
only for halloween york, new york	4 😉	['✨', '📸', '📷', '😍', '🔥']
a pic of me taking a pic. v art. , ontario	1 📸	['📸', '😂', '😜', '📷', '😁']
this blue is contact us for a free estimate on your…	7 🔥	['💙', '🇺🇸', '😜', '😁', '😉']
ready for the new year with our first 2018 wedding order completed …	14 💙	['✨', '📸', '🔥', '📷', '😍']
at least i always have this girl by my side state university	15 💕	['💕', '💜', '💙', '❤', '💯']
aaron. by	6 📷	['😜', '📸', '😍', '😂', '😉']
"dear friends, this is our year to sparkle! happy nye from nyc!!countdown to !!…	13 ✨	['🇺🇸', '😊', '😘', '💙', '💜']
every great tuesday includes tamales and margaritas....that's at least what we think. || photo…	16 😎	['😊', '😁', '😉', '😘', '😎']
cove, florida	12 ☀	['☀', '😎', '💙', '✨', '💯']
birthday tun up for wifey hotel rooftop park avenue	9 ❤	['❤', '😘', '😊', '😎', '💜']
let your smile change the world, but don't let the world change your smile , ontario	13 ✨	['😁', '📸', '✨', '😎', '😊']
all day!!!! bat cave	17 😊	['😁', '😉', '🔥', '📸', '😊']
please , atleast i ain't a little ass kid	3 😂	['😂', '😊', '😍', '💕', '😉']
introducing piece of my disney design series: the nightmare before christmas! jack had a…	5 🎄	['✨', '😊', '😉', '😍', '❤']
turn up any & everywhere & it was , georgia	7 🔥	['💯', '😂', '💙', '📸', '✨']
i still have hope. ️ square, manhattan, new york	9 ❤	['✨', '📸', '😍', '📷', '🔥']
meet gina, you'll be seeing her a lot on here university	14 💙	['💕', '💙', '💯', '💜', '😎']
how we do broker open houses! i make my realtor friends look good! …	19 💯	['😜', '😂', '😊', '😍', '😉']
the windy city lived up to its name the other day. symphony orchestra	15 💕	['📸', '✨', '💯', '😎', '📷']
en new york, new york	7 🔥	['✨', '📸', '🔥', '😍', '📷']
happy birfday wifey!!!! great times in chicago with the love of my life and…	9 ❤	['😘', '❤', '💕', '💜', '💙']
i do what i love and i love what i do high school	14 💙	['❤', '💕', '💜', '💙', '😘']
told them sit down so i could show em what i stand for!! who got my ep?? :	6 📷	['😂', '💯', '😜', '😉', '🔥']
had so much fun playing with this app!! great relaxation my artwork made by…	17 😊	['😊', '😁', '😜', '😉', '📸']
bridge	11 🇺🇸	['📸', '🇺🇸', '😊', '📷', '😍']
spending some quality time with my juju and uncle nick this weekend 's salon	15 💕	['😊', '😁', '😜', '😎', '💜']
i'm on front door all night at tonight. come say hi, lemme see that id. …	13 ✨	['🔥', '✨', '😜', '😉', '😎']
wanna play?	1 📸	['💯', '😉', '😂', '📸', '📷']
miso soup how i've missed you bistro	8 😘	['💜', '💕', '😍', '❤', '😊']
the guy with his hand in the air is me during christmas , new…	5 🎄	['🎄', '😂', '😍', '❤', '😉']
street	9 ❤	['📸', '🔥', '😎', '📷', '❤']
you took these two left feet and waltzed away with my heart ️	9 ❤	['❤', '💜', '😂', '💕', '😉']
by busey from july 15, 2017 at inn laguna beach, ca …	1 📸	['🇺🇸', '📷', '😁', '✨', '😍']
axo brought the fire beta tau fraternity at the ohio state…	7 🔥	['💕', '😁', '😂', '❤', '💙']
field	19 💯	['😎', '💙', '📷', '😜', '😘']
boooya! lol... …	15 💕	['😜', '📸', '😍', '😂', '😉']
happy holidays from stonebridge at burlington	5 🎄	['🇺🇸', '😘', '😊', '💜', '❤']
our seats! orleans ernest n. morial convention center	10 😁	['😉', '😍', '❤', '🇺🇸', '😊']
christmas time is family time ️ church	9 ❤	['🎄', '😊', '😁', '❤', '💜']
we look like we belong on the cover of a 90's disney boy band album.. .men try figure…	3 😂	['😂', '😉', '😜', '📸', '😍']
it's always lit dominion university	7 🔥	['🔥', '💯', '💙', '💜', '💕']
preschool friendships …	15 💕	['💜', '📷', '😁', '😎', '☀']
the kids and i love this place. friends w the owner already	3 😂	['❤', '💕', '💜', '😘', '💙']
, california	11 🇺🇸	['📸', '📷', '✨', '😎', '💙']
indian reservations are beautiful indian reservation	2 😍	['😍', '☀', '💕', '❤', '✨']
so i would say the renaissance faire was a success …	2 😍	['😁', '😂', '😊', '😜', '😎']
yogi was fun with my favorite people robbyburkhead96 bear's…	17 😊	['😊', '💕', '😜', '❤', '💜']
i knew we could be good friends after knowing that you liked k-pop …	3 😂	['😊', '☀', '😁', '😉', '😎']
laying in bed daydreaming of pretty things on a saturday morning. …	18 💜	['😜', '😁', '✨', '😉', '😊']
what are your plans for the weekend? ...tomorrow is the army vs. navy game so i'm over here…	10 😁	['💙', '💯', '😎', '📷', '😉']
the process of taking pictures with this gem	2 😍	['📸', '😂', '📷', '😁', '😉']
stella hope, welcome to the fam , alabama	15 💕	['💜', '💕', '😉', '💯', '❤']
bae is back on the blog today! today's post is all about fall fashion for the men in your…	2 😍	['✨', '😍', '😊', '📸', '📷']
good energy hoodies available & long sleeve tees…	13 ✨	['😊', '☀', '😁', '😉', '😎']
leafs season home opener in a private box the kids are really keeping me on my toes…	2 😍	['💯', '😉', '😂', '😊', '💙']
i like you a lottle derek_ryanw state university	15 💕	['😜', '💯', '😂', '😎', '😉']
god sisters can you tell who the influencer is of the two? (it was hard to get a picture of…	15 💕	['😂', '📸', '💕', '😜', '💜']
we here! studios and…	2 😍	['😜', '🔥', '😎', '✨', '😁']
family time ️ center	9 ❤	['😊', '❤', '😁', '💙', '💜']
i ️ my little town. i have spent 26 birthdays here and i hope to…	9 ❤	['💕', '😊', '😉', '💜', '❤']
these two beauties!! ️ ️ neworleans	9 ❤	['😜', '📸', '😍', '😂', '😉']
she lit a fire island	7 🔥	['🔥', '💯', '☀', '😎', '😁']
the 's first friday installation: consumption arts initiative	17 😊	['😜', '🔥', '📷', '😎', '😊']
️ 's magic kingdom	9 ❤	['✨', '😍', '💙', '💕', '💜']
ae give tweedledum & tweedledee the interview god why	3 😂	['🇺🇸', '💯', '❤', '😂', '📷']
i'm so ready for this holiday season!! i love fabulous parties county, north carolina	3 😂	['❤', '💕', '💜', '😘', '💙']
happy trancegiving! day two leggo national…	7 🔥	['🇺🇸', '😊', '😁', '😘', '💜']
today i got to hang out with my dad in his natural environment and it was really cool. ( :…	6 📷	['😂', '😁', '💯', '😍', '😉']
our last night of our dinner specials. …	11 🇺🇸	['🔥', '✨', '😜', '😍', '😘']
my uber has arrived …	16 😎	['😁', '😜', '😊', '😂', '😍']
celebration office building	4 😉	['😉', '😍', '🇺🇸', '😜', '😎']
i just wanna go in cute dates with the person i love	17 😊	['❤', '💕', '😘', '😍', '💜']
you'll understand one day, one day you'll look back and i'll already be on my way ️ …	9 ❤	['😁', '😎', '😊', '😂', '😉']
loved this of for vogueitalia by…	1 📸	['💙', '💕', '😍', '😘', '💜']
finding neverland -fontanne theatre	13 ✨	['💜', '😍', '✨', '❤', '😁']
tattoo . so much meaning behind this and i'm so incredibly in love with it tattoo	2 😍	['❤', '💕', '😘', '💜', '😍']
cold storage llc	3 😂	['😁', '😜', '😉', '🔥', '📸']
so proud of my fav player and coach ily high school (charlotte, north…	8 😘	['💙', '💜', '💕', '💯', '❤']
ever since this night i've been 3 of my favorites …	17 😊	['🔥', '✨', '📷', '😜', '😍']
aldo reunion at emsyoo 's wedding countryclub	15 💕	['💕', '❤', '📷', '😘', '💙']
by canal park/lift bridge	6 📷	['📸', '😊', '📷', '🇺🇸', '✨']
too many pumpkins to pick from so i just took this one home	4 😉	['😉', '😜', '😂', '😊', '😁']
tanning ( brickell in miami, fl)	12 ☀	['☀', '😎', '🇺🇸', '💕', '😂']
instagramming facebook ny offices. thanks for the love,	9 ❤	['😘', '😁', '💜', '📸', '😊']
swooning over these festive nola balconies! quarter	2 😍	['🎄', '💜', '😎', '😘', '😜']
real friends, but in todays friendly not so much . …	3 😂	['💯', '😉', '😂', '😎', '✨']
blessed that is around to color with me, give me clean towels & remove bugs from my room	8 😘	['😍', '💜', '💕', '💙', '❤']
i have a at 8pm! ! …	18 💜	['😜', '📸', '😍', '😂', '😉']
lmao i pushed my belly all the way out and tricked him into thinking i was pregnant …	3 😂	['😂', '💯', '😉', '✨', '😊']
( bone comedy club - in beavercreek, oh)	3 😂	['😜', '🔥', '😎', '💯', '😂']
dataguy ...someone made very good use of the temporary wall that a neighbor put up to protect my…	6 📷	['😊', '☀', '😎', '😁', '😉']
catch me at buddy's tonight on appetizer plate 1 and entree plate 2... : ypsi_skulls 's…	6 📷	['🔥', '😉', '😜', '📸', '💯']
will be in the building | lounge 1730 m st nw dc **…	7 🔥	['🔥', '😎', '😍', '😘', '🇺🇸']
( palm springs - in palm springs, ca)	5 🎄	['💜', '😎', '😜', '😍', '💙']
preview shooting salyma_beauty …	1 📸	['📸', '📷', '😁', '😉', '✨']
boosting!	1 📸	['😜', '📸', '😍', '😂', '😉']
this is what dreams are made of, thanks dad. pointe orlando stadium 20 & imax	3 😂	['💙', '😘', '💜', '😁', '😉']
most days are a blur except the ones that look like these ... …	13 ✨	['😂', '😜', '😉', '📸', '📷']
deep in the heart of texas ️ island	12 ☀	['❤', '💜', '😎', '📷', '💯']
light weight lanns university	9 ❤	['✨', '💙', '💕', '💯', '💜']
one of our favorite products!! pizza crust topped with leftovers . tonight it's a…	10 😁	['🔥', '😍', '😊', '📸', '😉']
good morning, the dixon's! lodge, cherokee, north carolina	9 ❤	['😊', '☀', '😎', '😁', '😜']
i love em all …	2 😍	['❤', '💕', '😘', '💜', '💙']
can't get over this beautiful write up by wwd hooked up by dear friend thank you…	9 ❤	['😘', '💕', '💜', '😍', '❤']
just gimme the light	7 🔥	['😉', '😜', '😂', '📷', '✨']
these are a few of my favorite things... …	5 🎄	['❤', '😍', '💕', '💜', '💙']
love love me do …	9 ❤	['❤', '💕', '😘', '💜', '💙']
what up cuzzo i went and got them glasses u said it won't fix itself lol ...... …	3 😂	['😂', '😜', '😉', '😁', '💯']
my eyes stay chinky liberty international airport	1 📸	['😎', '🇺🇸', '😍', '😜', '💯']
lydia on the phone: okay bye hannah! hannah: waves bye	3 😂	['📷', '😁', '😘', '😉', '😊']
every woman deserves a beautiful portrait of herself hair & make up by winkhairandmakeup…	13 ✨	['😍', '💜', '💕', '✨', '📷']
still i rise	13 ✨	['☀', '😎', '😜', '💯', '😘']
loving this one of a kind ombré gown …	2 😍	['😉', '💜', '😍', '😁', '😘']
what did the two volcanos say to each other? i lava you lauderdale, florida	9 ❤	['😂', '😁', '😎', '😜', '☀']
lobby of the regent beverly-wilshire hotel …	5 🎄	['😊', '😍', '💯', '📸', '❤']
"hello, monday? could you put friday back on?" ( :) york,…	6 📷	['🔥', '😜', '📷', '😎', '✨']
finally done. yeah for christmas!!! i have always wanted a candy cane walkway. …	0 😜	['😊', '😁', '😜', '😂', '😍']
one of a kind pieces designed by: reginareneedesigns . check out n like her page. dm her if…	19 💯	['😂', '😉', '😜', '📸', '💯']
mon coeur. opera house	9 ❤	['😜', '🇺🇸', '😊', '😂', '😎']
can't wait to live w you this year (t minus 56 days!!!!!) …	9 ❤	['✨', '📷', '😁', '💙', '😉']
decided to upgrade to this beast for a bit …	10 😁	['😁', '😉', '💜', '😜', '😎']
silliness restaurant and wine shop	15 💕	['😍', '😊', '💕', '😉', '😎']
deathstroke. great day at heroes and villains fan fest today. zaksinstagram …	6 📷	['😁', '😊', '😎', '☀', '📷']
watch me struggle as i tried to do what the weather people do everyday on (look…	3 😂	['😂', '💯', '💕', '😎', '😊']
congratulations to everybody who got promoted! by amy marden 's…	6 📷	['💯', '😜', '😂', '😉', '🔥']
she doesn't understand why 4day old pics showing in her timeline mrsx5 tryna teach her …	3 😂	['😂', '😜', '📷', '📸', '💯']
it was a fun weekend city, kansas	9 ❤	['😜', '😊', '📷', '😁', '💕']
with the girls , north carolina	4 😉	['💕', '💜', '💙', '❤', '😘']
️ palace hookah lounge	9 ❤	['🔥', '😎', '💯', '😘', '😉']
us security needs o'er b & butter needs.ur house's on & u save the fridge?	7 🔥	['😉', '😍', '📷', '😁', '💯']
getting ready to watch world of color from our room 's paradise pier hotel	10 😁	['😍', '📸', '✨', '😜', '😎']
pretty cool mural by golifgolif in korneuburg, austria!! ️ ️ ️	9 ❤	['😎', '😁', '😊', '😉', '😜']
merry christmas from us two hot thangs (i call dibs on her bed and…	15 💕	['🎄', '🔥', '😘', '❤', '😉']
he's cool, i think i'll keep him &t park	4 😉	['📷', '📸', '😎', '😊', '😁']
️ my son! of new fairfield	9 ❤	['✨', '🔥', '📸', '😍', '😉']
again, i work with the most amazing people! my heart is so full. i feel the love christian…	2 😍	['❤', '💕', '💜', '😘', '😍']
we cute washington university	15 💕	['💯', '💕', '💜', '💙', '😍']
waiting for the solar eclipse like.... key beach	3 😂	['☀', '😎', '📷', '😜', '💙']
happy 1st birthday sweet tuana! cera photography	15 💕	['😘', '❤', '💕', '🇺🇸', '💜']
regrann from - 2morrow funny sundays comedy show hosted by	7 🔥	['😂', '🔥', '😎', '📸', '📷']
austin: coffees cheap *pays with card*	3 😂	['😜', '📸', '😍', '😂', '😉']
hanging with and nietoa14 (who needs a new screen name) on their big day.…	0 😜	['✨', '🔥', '📸', '😍', '😉']
omg. ️ ️ ️ birchmere	9 ❤	['😜', '📸', '😍', '😂', '😉']
happy 5 year anniversary to my queen breeze…	2 😍	['😘', '🇺🇸', '😊', '❤', '💕']
forever and always boathouse restaurant	9 ❤	['💕', '❤', '💜', '😘', '😍']
hanging on hump day ! lipman music	10 😁	['😁', '😎', '☀', '😊', '💜']
devane's fashion showcase 2017 lens focused on …	1 📸	['📷', '📸', '✨', '🔥', '😊']
day 3: : "back that azz up" - …	3 😂	['😁', '☀', '😎', '😊', '🇺🇸']
we are open for columbus day botanas tapas bar	4 😉	['😁', '😎', '😊', '☀', '😜']
what's the joker tho?!?	3 😂	['😜', '📸', '😍', '😂', '😉']
on my way to friendly skies... ( pre-check in fl)	8 😘	['💯', '😉', '😂', '✨', '🔥']
mystique working hard on the head rolls can't wait to see this amazing routine ️ …	9 ❤	['😍', '😉', '😁', '😜', '😂']
my girls since high school 's las vegas	15 💕	['💙', '💜', '💕', '❤', '😎']
morgan and her favorites dance of hillsborough	15 💕	['💜', '💕', '📷', '😍', '❤']
piglets! they were sooooo cute and wrinkly. wren farms	2 😍	['😍', '💕', '😜', '😁', '💜']
my new song coming out tomorrow called hope you guys will enjoy ️ to all my gay black…	9 ❤	['🔥', '📸', '😉', '✨', '😊']
first night with and uber crew! kamsahamnida! ️ square, new york city	9 ❤	['✨', '🔥', '📸', '📷', '😍']
step 1 in boston harbor	9 ❤	['💙', '😎', '😍', '💕', '😉']
made it safely to rochester, ny. let the weekend begin suites rochester…	16 😎	['😜', '📷', '📸', '😎', '😉']
just a couple of smiley guys 's	9 ❤	['😉', '😜', '😂', '😁', '😎']
& when i'm feeling sexy, who's gonna comfort me? my only problem is their insecurity!	13 ✨	['🔥', '😉', '😂', '✨', '😎']
where i'd rather be beach coastline	12 ☀	['☀', '😎', '📷', '💙', '😜']
brunch cocktail game in this gorgeous az weather. montauk	12 ☀	['💙', '😍', '😊', '📷', '😎']
the deeper you get into the allegheny highlands, the chunkier the trails get. ffwatson21	6 📷	['📸', '💯', '✨', '☀', '😉']
world golf championship country club	3 😂	['🇺🇸', '💙', '😍', '😘', '❤']
children's church is my favorite 's first baptist church	9 ❤	['💜', '❤', '💕', '😍', '💙']
️ we has so much fun at the trunk show today at straight up pilates! thanks for…	9 ❤	['😁', '😊', '😘', '😜', '😉']
henny ice nights	7 🔥	['💜', '😍', '✨', '📷', '💯']
give love this february by adopting a kitty cat at upaws! $14 adoption rates from february 1…	9 ❤	['❤', '💕', '😘', '💜', '😍']
time with my favorite boys tavern	2 😍	['💙', '😊', '😍', '❤', '💜']
